ID_ARBRE,quartier,site,genre_arbre,situation,type_sol,surf_permeable,classe_age,hauteur,classe_hauteur,diametre,circonference (en cm),classe_circonference,port_arbre,vigueur_pousse,champignon_collet,insecte_collet,plaie_collet,observation_collet,champignon_tronc,insecte_tronc,fissure_tronc,rejet_tronc,tuteurage_arbre,canisse_arbre,plaie_tronc,observation_tronc,champignon_houppier,insecte_houppier,fissure_houppier,ecorce_incluse_houppier,bois_mort_houppier,plaie_houppier,observation_houppier,esperance_maintien,contrainte,Long,Lat,Usage
643,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,57.29577951308232,90,C2,R5,P,Non,Non,RCPLC,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.098,48.896,Private
644,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,60.47887837492023,95,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,2.085,48.903,Private
645,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,38.19718634205488,60,C2,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.063,48.901,Private
646,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,600,H2,19.09859317102744,30,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.069,48.897,Private
647,Quartier 2 - Alsace - Pereire,Rue Bastiat,Fraxinus,Alignement,S,1.0,J,500,H1,19.09859317102744,30,C1,SL,PP,Non,Non,RCPPL,0,Non,Non,TPF,Non,T2:Bipode,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,Allongement des branches,2.0,Non,2.072,48.902,Private
648,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,57.29577951308232,90,C2,R5,P,Non,Non,RCPLS,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,2.083,48.905,Private
649,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,500,H1,25.464790894703256,40,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.067,48.896,Private
650,Quartier 1 - Cœur de Ville et Quatier forestier,Square Giraud Teulon,Betula,Groupe,GR,1.0,J,600,H2,44.563384065730695,70,C2,L,P,Non,Non,RCPLS,Autres,Non,Non,TPF,Non,Non,Non,TPLNC,Plaie longitudinale ,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.097,48.894,Private
651,Quartier 2 - Alsace - Pereire,Rue Pereire,Corylus,Alignement,MA,20.0,JA,700,H2,38.19718634205488,60,C2,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,2.064,48.901,Private
652,Quartier 3 - Lycée International,RN13,Tilia,Alignement,GR,4.0,A,500,H1,38.19718634205488,60,C2,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.065,48.9,Private
653,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,31.830988618379067,50,C1,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.068,48.899,Private
654,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,35.01408748021697,55,C2,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.064,48.901,Private
655,Quartier 6 - Hôpital,Rue du Docteur Jean Paul Lamare,Ostrya,Alignement,Gr,1.0,J,500,H1,38.19718634205488,60,C2,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLNC,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,2.079,48.9,Private
656,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,70.02817496043394,110,C3,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,2.083,48.904,Private
657,Quartier 2 - Alsace - Pereire,Rue Pereire,Acer,Isolé,MA,3.0,A,700,H2,41.38028520389279,65,C2,SL,P,Non,Non,RCPPL,Racine apparente,Non,Non,TPF,Non,Non,Non,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLNC,Cavité ouverte,1.0,Non,2.067,48.901,Private
658,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,38.19718634205488,60,C2,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.07,48.899,Private
659,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,JA,700,H2,44.563384065730695,70,C2,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLNC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.075,48.897,Private
660,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,JA,500,H1,25.464790894703256,40,C1,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,Tuteur de formation,1.0,Non,2.069,48.899,Private
661,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,54.11268065124442,85,C2,R5,P,Non,Non,RCPLC,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,Échaudure,1.0,Non,2.099,48.896,Private
662,Quartier 3 - Lycée International,RN13,Tilia,Alignement,GR,4.0,A,500,H1,38.19718634205488,60,C2,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.065,48.9,Private
663,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Prunus,Alignement,S,1.0,A,500,H1,70.02817496043394,110,C3,A,P,Non,Non,RCPPL,0,Oui,Non,TPF,Non,Non,Non,TPLNC,Phellin du fruitier,Oui,Non,HPF ,Non,HPBM ,HPLNC,Phellin du fruitier,2.0,Non,2.072,48.898,Private
664,Quartier 2 - Alsace - Pereire,Nouveau cimetière,Fraxinus,Alignement,S,5.0,JA,1200,H3,50.92958178940651,80,C2,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.065,48.902,Private
665,Quartier 2 - Alsace - Pereire,Nouveau cimetière,Fraxinus,Alignement,G,100.0,JA,1200,H3,38.19718634205488,60,C2,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,Autres,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.064,48.901,Private
666,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Carpinus,Alignement,S,1.0,JA,800,H2,44.563384065730695,70,C2,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.072,48.894,Private
667,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,105.04226244065092,165,C4,R5,P,Non,Non,RCPLS,0,Non,Non,TFF,Non,Non,Non,TPLS,Plaie longitudinale ,Oui,Non,HFF ,Non,HPBM ,HPLS,Axe 3 Mort 2M Nord,4.0,Oui,2.084,48.904,Private
668,Quartier 2 - Alsace - Pereire,Nouveau cimetière,Fraxinus,Alignement,S,5.0,JA,1200,H3,63.66197723675813,100,C2,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,Plaie longitudinale ,Non,Non,HPF ,Non,HPBM ,HPLS,Axe 3 Mort 2M Nord,1.0,Non,2.064,48.901,Private
669,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Tilia,Alignement,Gr,1.0,A,500,H1,31.830988618379067,50,C1,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.097,48.896,Private
671,Quartier 2 - Alsace - Pereire,RN13,Tilia,Alignement,GR,4.0,JA,500,H1,15.915494309189532,25,C1,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,Tuteur de formation,1.0,Non,2.064,48.901,Private
672,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Alnus,Alignement,Gr,1.0,A,2000,H4,101.85916357881302,160,C4,L,P,Non,Non,RCPLC, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.072,48.893,Private
673,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,63.66197723675813,100,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,2.085,48.903,Private
674,Quartier 2 - Alsace - Pereire,Rue Turgot,Corylus,Alignement,S,1.5,JA,700,H2,28.64788975654116,45,C1,SL,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.068,48.901,Private
675,Quartier 3 - Lycée International,RN13,Tilia,Alignement,GR,4.0,A,500,H1,31.830988618379067,50,C1,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,T2:Bipode,Oui,TPLNC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.066,48.9,Private
676,Quartier 1 - Cœur de Ville et Quatier forestier,Place de la victoire,PhotiniaxFraseri'RedRobin',Alignement,Gr,1.0,A,500,H1,28.64788975654116,45,C1,SL,P,Non,Non,RCPPL,Racine apparente,Non,Non,TPF,Non,Non,Non,TPPL,Tronc torsadé,Non,Non,HPF ,Non,HPBM ,HPPL,Bonne vigueur,1.0,Non,2.089,48.899,Private
677,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,47.7464829275686,75,C2,R5,P,Non,Non,RCPLC,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.098,48.896,Private
678,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,600,H2,19.09859317102744,30,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.068,48.897,Private
679,Quartier 2 - Alsace - Pereire,Nouveau cimetière,Fraxinus,Alignement,G,100.0,JA,1200,H3,38.19718634205488,60,C2,L,P,Non,Non,RCPLS,Choc collet,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.065,48.901,Private
680,Quartier 1 - Cœur de Ville et Quatier forestier,Place des Combattants,Magnolia,Alignement,P,4.0,A,500,H1,35.01408748021697,55,C2,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLNC,Cavité ouverte ,Non,Non,HPF ,Non,HPBM ,HPLS,Axe2 dépassement dans la résidence mitoyenne,1.0,Oui,2.098,48.896,Private
681,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Tilia,Alignement,Gr,1.0,A,500,H1,25.464790894703256,40,C1,R5,P,Non,Non,RCPLS, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.097,48.896,Private
682,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,73.21127382227186,115,C3,R5,P,Non,Non,RCPLS,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,2.085,48.903,Private
683,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Tilia,Alignement,Gr,1.0,A,500,H1,35.01408748021697,55,C2,R5,P,Non,Non,RCPLS,Champignon collet ,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.097,48.896,Private
684,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,89.12676813146139,140,C3,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLNC,Branches cassées ,2.0,Non,2.085,48.903,Private
685,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,31.830988618379067,50,C1,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.067,48.9,Private
686,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,31.830988618379067,50,C1,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.068,48.9,Private
687,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,76.39437268410977,120,C3,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,2.085,48.903,Private
688,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Acer,Alignement,S,1.0,JA,600,H2,44.563384065730695,70,C2,SL,P,Non,Non,RCPLS,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.071,48.894,Private
689,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,Tilia,Alignement,Gr,0.0,J,400,H1,28.64788975654116,45,C1,SL,PP,Non,Non,RCPPL,Bidime,Non,Non,TPF,Non,Non,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,3.0,Non,2.074,48.903,Private
690,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Tilia,Alignement,Gr,1.0,JA,500,H1,22.281692032865347,35,C1,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,Tuteur de formation,1.0,Non,2.097,48.896,Private
691,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,57.29577951308232,90,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLNC,Axe 3 Mort 2M Nord,2.0,Non,2.085,48.903,Private
692,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Alnus,Alignement,Gr,1.0,A,2000,H4,105.04226244065092,165,C4,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Oui,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.072,48.893,Private
693,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,500,H1,22.281692032865347,35,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.068,48.897,Private
694,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,66.84507609859604,105,C3,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,2.084,48.904,Private
695,Quartier 2 - Alsace - Pereire,Rue Pereire,Acer,Alignement,MA,3.0,JA,500,H1,38.19718634205488,60,C2,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLNC,Plaie longitudinale,1.0,Non,2.069,48.901,Private
696,Quartier 6 - Hôpital,Avenue Carnot,Carpinus,Groupe,Gr,1.0,JA,500,H1,38.19718634205488,60,C2,SL,MP,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLNC,0,Non,Non,HPF ,Non,HBMI ,HPPL,Affaiblissement physiologique important,1.0,Non,2.082,48.9,Private
697,Quartier 2 - Alsace - Pereire,RN13,Tilia,Alignement,GR,4.0,A,500,H1,35.01408748021697,55,C2,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,2.07,48.899,Private
698,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Ostrya,Alignement,Gr,1.0,J,500,H1,35.01408748021697,55,C2,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,2.075,48.899,Private
